 Simulation_Period = 20090901 -- 20161231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                TM_C               TOM_C               SOM_C              POM1_C              POM2_C               MOM_C               QOM_C               DOM_C                MB_C               MBA_C               MBD_C               ENZ_C             ENZP1_C             ENZP2_C              ENZM_C            TM_err_C                 CO2               Nmine                 NH4                 NO3                TM_N               TOM_N               SOM_N              POM1_N              POM2_N               MOM_N               QOM_N               DOM_N                MB_N               MBA_N               MBD_N               ENZ_N             ENZP1_N             ENZP2_N              ENZM_N            TM_err_N               TM_CN              TOM_CN              SOM_CN             POM1_CN             POM2_CN              MOM_CN              QOM_CN              DOM_CN               MB_CN              MBA_CN              MBD_CN              ENZ_CN            ENZP1_CN            ENZP2_CN             ENZM_CN           TM_err_CN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
  20140329        0.129509E+01        0.129509E+01        0.128288E+01        0.469638E+00        0.112964E+00        0.700274E+00        0.000000E+00        0.322062E-04        0.119107E-01        0.882267E-02        0.308802E-02        0.274055E-03        0.103198E-03        0.309274E-04        0.139930E-03        0.433898E-16        0.233245E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140330        0.129487E+01        0.129487E+01        0.128266E+01        0.469619E+00        0.112779E+00        0.700262E+00        0.000000E+00        0.384424E-04        0.118952E-01        0.881080E-02        0.308443E-02        0.274058E-03        0.103211E-03        0.309157E-04        0.139931E-03       -0.294686E-16        0.233331E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140331        0.129469E+01        0.129469E+01        0.128250E+01        0.469607E+00        0.112644E+00        0.700250E+00        0.000000E+00        0.384157E-04        0.118788E-01        0.879816E-02        0.308063E-02        0.274077E-03        0.103229E-03        0.309056E-04        0.139941E-03        0.766394E-17        0.233424E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140401        0.129452E+01        0.129452E+01        0.128234E+01        0.469594E+00        0.112511E+00        0.700238E+00        0.000000E+00        0.384000E-04        0.118623E-01        0.878541E-02        0.307684E-02        0.274118E-03        0.103258E-03        0.308975E-04        0.139963E-03       -0.601505E-17        0.233518E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140402        0.129434E+01        0.129434E+01        0.128219E+01        0.469581E+00        0.112381E+00        0.700225E+00        0.000000E+00        0.383907E-04        0.118456E-01        0.877259E-02        0.307305E-02        0.274178E-03        0.103293E-03        0.308912E-04        0.139993E-03       -0.836213E-17        0.233612E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140403        0.129417E+01        0.129417E+01        0.128203E+01        0.469567E+00        0.112250E+00        0.700212E+00        0.000000E+00        0.383551E-04        0.118291E-01        0.875984E-02        0.306926E-02        0.274227E-03        0.103324E-03        0.308838E-04        0.140019E-03       -0.240495E-17        0.233706E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140404        0.129400E+01        0.129400E+01        0.128187E+01        0.469555E+00        0.112119E+00        0.700199E+00        0.000000E+00        0.383345E-04        0.118127E-01        0.874719E-02        0.306549E-02        0.274261E-03        0.103350E-03        0.308750E-04        0.140037E-03       -0.227897E-16        0.233799E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140405        0.129383E+01        0.129383E+01        0.128172E+01        0.469542E+00        0.111988E+00        0.700186E+00        0.000000E+00        0.383136E-04        0.117963E-01        0.873454E-02        0.306171E-02        0.274297E-03        0.103375E-03        0.308663E-04        0.140055E-03       -0.741659E-17        0.233893E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140406        0.129365E+01        0.129365E+01        0.128156E+01        0.469529E+00        0.111859E+00        0.700173E+00        0.000000E+00        0.382974E-04        0.117798E-01        0.872189E-02        0.305795E-02        0.274338E-03        0.103404E-03        0.308581E-04        0.140076E-03       -0.261763E-17        0.233986E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140407        0.129355E+01        0.129355E+01        0.128146E+01        0.469523E+00        0.111782E+00        0.700159E+00        0.000000E+00        0.443022E-04        0.117625E-01        0.870849E-02        0.305400E-02        0.274411E-03        0.103444E-03        0.308527E-04        0.140114E-03       -0.105258E-16        0.234087E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140408        0.129348E+01        0.129348E+01        0.128142E+01        0.469525E+00        0.111752E+00        0.700144E+00        0.000000E+00        0.442757E-04        0.117443E-01        0.869441E-02        0.304986E-02        0.274495E-03        0.103489E-03        0.308485E-04        0.140157E-03       -0.420047E-16        0.234195E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140409        0.129342E+01        0.129342E+01        0.128138E+01        0.469527E+00        0.111721E+00        0.700130E+00        0.000000E+00        0.442934E-04        0.117261E-01        0.868035E-02        0.304573E-02        0.274578E-03        0.103534E-03        0.308443E-04        0.140200E-03        0.910621E-18        0.234303E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140410        0.129336E+01        0.129336E+01        0.128133E+01        0.469528E+00        0.111692E+00        0.700114E+00        0.000000E+00        0.443096E-04        0.117078E-01        0.866621E-02        0.304160E-02        0.274677E-03        0.103585E-03        0.308415E-04        0.140251E-03        0.359882E-17        0.234411E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140411        0.129330E+01        0.129330E+01        0.128129E+01        0.469530E+00        0.111662E+00        0.700100E+00        0.000000E+00        0.442598E-04        0.116897E-01        0.865217E-02        0.303748E-02        0.274762E-03        0.103630E-03        0.308373E-04        0.140294E-03       -0.309789E-17        0.234519E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140412        0.129324E+01        0.129324E+01        0.128125E+01        0.469533E+00        0.111631E+00        0.700085E+00        0.000000E+00        0.442594E-04        0.116716E-01        0.863825E-02        0.303337E-02        0.274829E-03        0.103668E-03        0.308316E-04        0.140329E-03       -0.211456E-16        0.234627E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140413        0.129318E+01        0.129318E+01        0.128121E+01        0.469535E+00        0.111601E+00        0.700071E+00        0.000000E+00        0.442598E-04        0.116536E-01        0.862433E-02        0.302926E-02        0.274900E-03        0.103708E-03        0.308262E-04        0.140365E-03       -0.281768E-16        0.234735E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140414        0.129312E+01        0.129312E+01        0.128116E+01        0.469537E+00        0.111572E+00        0.700056E+00        0.000000E+00        0.442724E-04        0.116355E-01        0.861037E-02        0.302515E-02        0.274980E-03        0.103752E-03        0.308217E-04        0.140407E-03        0.141714E-16        0.234843E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140415        0.129315E+01        0.129315E+01        0.128120E+01        0.469550E+00        0.111611E+00        0.700040E+00        0.000000E+00        0.525050E-04        0.116164E-01        0.859555E-02        0.302082E-02        0.275080E-03        0.103803E-03        0.308192E-04        0.140458E-03       -0.158026E-16        0.234960E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140416        0.129324E+01        0.129324E+01        0.128131E+01        0.469574E+00        0.111713E+00        0.700024E+00        0.000000E+00        0.524962E-04        0.115962E-01        0.857991E-02        0.301625E-02        0.275185E-03        0.103856E-03        0.308170E-04        0.140512E-03       -0.106271E-17        0.235088E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140417        0.129333E+01        0.129333E+01        0.128142E+01        0.469600E+00        0.111814E+00        0.700009E+00        0.000000E+00        0.524816E-04        0.115761E-01        0.856444E-02        0.301169E-02        0.275269E-03        0.103901E-03        0.308131E-04        0.140555E-03        0.423942E-17        0.235216E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140418        0.129342E+01        0.129342E+01        0.128153E+01        0.469626E+00        0.111913E+00        0.699995E+00        0.000000E+00        0.524918E-04        0.115562E-01        0.854908E-02        0.300713E-02        0.275340E-03        0.103940E-03        0.308080E-04        0.140592E-03       -0.521575E-17        0.235344E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140419        0.129351E+01        0.129351E+01        0.128164E+01        0.469653E+00        0.112012E+00        0.699980E+00        0.000000E+00        0.525026E-04        0.115363E-01        0.853376E-02        0.300259E-02        0.275408E-03        0.103979E-03        0.308026E-04        0.140627E-03       -0.821853E-17        0.235472E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140420        0.129360E+01        0.129360E+01        0.128176E+01        0.469679E+00        0.112112E+00        0.699965E+00        0.000000E+00        0.525266E-04        0.115165E-01        0.851843E-02        0.299805E-02        0.275479E-03        0.104018E-03        0.307976E-04        0.140663E-03       -0.171008E-16        0.235600E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140421        0.129369E+01        0.129369E+01        0.128187E+01        0.469705E+00        0.112210E+00        0.699950E+00        0.000000E+00        0.525149E-04        0.114967E-01        0.850318E-02        0.299352E-02        0.275541E-03        0.104054E-03        0.307919E-04        0.140695E-03       -0.182448E-16        0.235728E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140422        0.129378E+01        0.129378E+01        0.128197E+01        0.469732E+00        0.112308E+00        0.699936E+00        0.000000E+00        0.525440E-04        0.114770E-01        0.848797E-02        0.298899E-02        0.275600E-03        0.104089E-03        0.307860E-04        0.140726E-03        0.185073E-17        0.235856E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140423        0.129411E+01        0.129411E+01        0.128230E+01        0.469791E+00        0.112592E+00        0.699920E+00        0.000000E+00        0.749825E-04        0.114549E-01        0.847091E-02        0.298395E-02        0.275687E-03        0.104134E-03        0.307827E-04        0.140770E-03       -0.106057E-16        0.236010E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140424        0.129461E+01        0.129461E+01        0.128283E+01        0.469883E+00        0.113043E+00        0.699905E+00        0.000000E+00        0.749805E-04        0.114306E-01        0.845218E-02        0.297838E-02        0.275767E-03        0.104177E-03        0.307791E-04        0.140811E-03       -0.113694E-16        0.236192E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140425        0.129512E+01        0.129512E+01        0.128336E+01        0.469977E+00        0.113492E+00        0.699891E+00        0.000000E+00        0.750177E-04        0.114068E-01        0.843391E-02        0.297287E-02        0.275812E-03        0.104205E-03        0.307724E-04        0.140835E-03        0.659951E-17        0.236374E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140426        0.129562E+01        0.129562E+01        0.128389E+01        0.470072E+00        0.113938E+00        0.699878E+00        0.000000E+00        0.750852E-04        0.113831E-01        0.841572E-02        0.296738E-02        0.275850E-03        0.104231E-03        0.307652E-04        0.140854E-03        0.281496E-17        0.236557E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140427        0.129612E+01        0.129612E+01        0.128441E+01        0.470166E+00        0.114383E+00        0.699864E+00        0.000000E+00        0.751386E-04        0.113594E-01        0.839754E-02        0.296189E-02        0.275889E-03        0.104256E-03        0.307584E-04        0.140875E-03       -0.120126E-16        0.236739E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
  20140428        0.129662E+01        0.129662E+01        0.128494E+01        0.470260E+00        0.114826E+00        0.699851E+00        0.000000E+00        0.751885E-04        0.113359E-01        0.837950E-02        0.295642E-02        0.275919E-03        0.104278E-03        0.307508E-04        0.140890E-03       -0.102836E-16        0.236922E+01        0.296176E+17        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
