 Simulation_Period = 20090901 -- 20161231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                fINP                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                 Q10               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm             VNup_MB          VNup_PLANT            KsNH4_MB            KsNO3_MB         KsNH4_PLANT         KsNO3_PLANT                Vnit              Vdenit                 YgN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20120821        0.400000E+00        0.816389E+01        0.578581E+02        0.344636E+02        0.120650E+03        0.120650E+02        0.120650E+04        0.250000E+01        0.600000E+01        0.679989E-02        0.371441E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.243440E-01        0.100074E-01        0.207829E-03        0.120722E-03        0.391819E+00        0.170005E+01        0.100000E+00        0.173063E-08        0.100000E-02        0.183382E-06        0.196136E-07        0.202926E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.670847E-01        0.000000E+00        0.120650E-03        0.120650E-03        0.000000E+00        0.000000E+00        0.154105E-01        0.000000E+00        0.100000E+01
  20120822        0.400000E+00        0.796516E+01        0.569391E+02        0.337278E+02        0.118698E+03        0.118698E+02        0.118698E+04        0.250000E+01        0.600000E+01        0.672636E-02        0.370433E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.237299E-01        0.100074E-01        0.205582E-03        0.118769E-03        0.392363E+00        0.170005E+01        0.100000E+00        0.175184E-08        0.100000E-02        0.183382E-06        0.196392E-07        0.200674E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.653923E-01        0.000000E+00        0.118698E-03        0.118698E-03        0.000000E+00        0.000000E+00        0.149912E-01        0.000000E+00        0.100000E+01
  20120823        0.400000E+00        0.838960E+01        0.588673E+02        0.352901E+02        0.122927E+03        0.122927E+02        0.122927E+04        0.250000E+01        0.600000E+01        0.688520E-02        0.372601E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.250678E-01        0.100074E-01        0.210437E-03        0.123001E-03        0.391194E+00        0.170005E+01        0.100000E+00        0.177335E-08        0.100000E-02        0.183382E-06        0.203498E-07        0.205352E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.690792E-01        0.000000E+00        0.122927E-03        0.122927E-03        0.000000E+00        0.000000E+00        0.158042E-01        0.000000E+00        0.100000E+01
  20120824        0.400000E+00        0.864545E+01        0.600091E+02        0.362260E+02        0.125443E+03        0.125443E+02        0.125443E+04        0.250000E+01        0.600000E+01        0.697884E-02        0.373861E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.258764E-01        0.100074E-01        0.213298E-03        0.125519E-03        0.390514E+00        0.170005E+01        0.100000E+00        0.179516E-08        0.100000E-02        0.183382E-06        0.208802E-07        0.208083E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.713073E-01        0.000000E+00        0.125443E-03        0.125443E-03        0.000000E+00        0.000000E+00        0.162807E-01        0.000000E+00        0.100000E+01
  20120825        0.400000E+00        0.857971E+01        0.597065E+02        0.359831E+02        0.124836E+03        0.124836E+02        0.124836E+04        0.250000E+01        0.600000E+01        0.695628E-02        0.373559E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.256802E-01        0.100074E-01        0.212609E-03        0.124911E-03        0.390677E+00        0.170005E+01        0.100000E+00        0.181728E-08        0.100000E-02        0.183382E-06        0.210692E-07        0.207348E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.707668E-01        0.000000E+00        0.124836E-03        0.124836E-03        0.000000E+00        0.000000E+00        0.161242E-01        0.000000E+00        0.100000E+01
  20120826        0.400000E+00        0.825969E+01        0.582540E+02        0.348059E+02        0.121735E+03        0.121735E+02        0.121735E+04        0.250000E+01        0.600000E+01        0.684059E-02        0.371996E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.246878E-01        0.100074E-01        0.209073E-03        0.121808E-03        0.391520E+00        0.170005E+01        0.100000E+00        0.183971E-08        0.100000E-02        0.183382E-06        0.209746E-07        0.203838E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.680321E-01        0.000000E+00        0.121735E-03        0.121735E-03        0.000000E+00        0.000000E+00        0.154694E-01        0.000000E+00        0.100000E+01
  20120827        0.400000E+00        0.875813E+01        0.604863E+02        0.366311E+02        0.126615E+03        0.126615E+02        0.126615E+04        0.250000E+01        0.600000E+01        0.702223E-02        0.374441E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.262560E-01        0.100074E-01        0.214625E-03        0.126691E-03        0.390201E+00        0.170005E+01        0.100000E+00        0.186247E-08        0.100000E-02        0.183382E-06        0.217978E-07        0.209185E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.723536E-01        0.000000E+00        0.126615E-03        0.126615E-03        0.000000E+00        0.000000E+00        0.164182E-01        0.000000E+00        0.100000E+01
  20120828        0.400000E+00        0.959059E+01        0.641203E+02        0.396517E+02        0.134483E+03        0.134483E+02        0.134483E+04        0.250000E+01        0.600000E+01        0.731022E-02        0.378222E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.288569E-01        0.100074E-01        0.223427E-03        0.134564E-03        0.388162E+00        0.170005E+01        0.100000E+00        0.188555E-08        0.100000E-02        0.183382E-06        0.229730E-07        0.217696E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.795206E-01        0.000000E+00        0.134483E-03        0.134483E-03        0.000000E+00        0.000000E+00        0.180074E-01        0.000000E+00        0.100000E+01
  20120829        0.400000E+00        0.883762E+01        0.608219E+02        0.369166E+02        0.127436E+03        0.127436E+02        0.127436E+04        0.250000E+01        0.600000E+01        0.705254E-02        0.374844E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.265231E-01        0.100074E-01        0.215551E-03        0.127512E-03        0.389984E+00        0.170005E+01        0.100000E+00        0.190896E-08        0.100000E-02        0.183382E-06        0.224384E-07        0.209955E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.730895E-01        0.000000E+00        0.127436E-03        0.127436E-03        0.000000E+00        0.000000E+00        0.165170E-01        0.000000E+00        0.100000E+01
  20120830        0.400000E+00        0.914591E+01        0.621712E+02        0.380363E+02        0.130395E+03        0.130395E+02        0.130395E+04        0.250000E+01        0.600000E+01        0.716130E-02        0.376281E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.274944E-01        0.100074E-01        0.218875E-03        0.130473E-03        0.389209E+00        0.170005E+01        0.100000E+00        0.193271E-08        0.100000E-02        0.183382E-06        0.230678E-07        0.213124E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.757660E-01        0.000000E+00        0.130395E-03        0.130395E-03        0.000000E+00        0.000000E+00        0.170865E-01        0.000000E+00        0.100000E+01
  20120831        0.400000E+00        0.935630E+01        0.630796E+02        0.387968E+02        0.132399E+03        0.132399E+02        0.132399E+04        0.250000E+01        0.600000E+01        0.723450E-02        0.377239E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.281594E-01        0.100074E-01        0.221113E-03        0.132479E-03        0.388692E+00        0.170005E+01        0.100000E+00        0.195680E-08        0.100000E-02        0.183382E-06        0.235941E-07        0.215233E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.775987E-01        0.000000E+00        0.132399E-03        0.132399E-03        0.000000E+00        0.000000E+00        0.174635E-01        0.000000E+00        0.100000E+01
  20120901        0.400000E+00        0.864269E+01        0.599281E+02        0.361972E+02        0.125647E+03        0.125647E+02        0.125647E+04        0.250000E+01        0.600000E+01        0.698637E-02        0.373962E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.259420E-01        0.100074E-01        0.213529E-03        0.125722E-03        0.390459E+00        0.170005E+01        0.100000E+00        0.198123E-08        0.100000E-02        0.183382E-06        0.230694E-07        0.207781E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.714883E-01        0.000000E+00        0.125647E-03        0.125647E-03        0.000000E+00        0.000000E+00        0.160550E-01        0.000000E+00        0.100000E+01
  20120902        0.400000E+00        0.873470E+01        0.603294E+02        0.365311E+02        0.126564E+03        0.126564E+02        0.126564E+04        0.250000E+01        0.600000E+01        0.702034E-02        0.374416E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.262394E-01        0.100074E-01        0.214567E-03        0.126640E-03        0.390215E+00        0.170005E+01        0.100000E+00        0.200602E-08        0.100000E-02        0.183382E-06        0.234715E-07        0.208721E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.723078E-01        0.000000E+00        0.126564E-03        0.126564E-03        0.000000E+00        0.000000E+00        0.162053E-01        0.000000E+00        0.100000E+01
  20120903        0.400000E+00        0.939782E+01        0.632317E+02        0.389392E+02        0.132878E+03        0.132878E+02        0.132878E+04        0.250000E+01        0.600000E+01        0.725192E-02        0.377466E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.283190E-01        0.100074E-01        0.221645E-03        0.132958E-03        0.388570E+00        0.170005E+01        0.100000E+00        0.203116E-08        0.100000E-02        0.183382E-06        0.245497E-07        0.215533E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.780385E-01        0.000000E+00        0.132878E-03        0.132878E-03        0.000000E+00        0.000000E+00        0.174532E-01        0.000000E+00        0.100000E+01
  20120904        0.400000E+00        0.958482E+01        0.640298E+02        0.396122E+02        0.134645E+03        0.134645E+02        0.134645E+04        0.250000E+01        0.600000E+01        0.731607E-02        0.378298E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.289112E-01        0.100074E-01        0.223605E-03        0.134726E-03        0.388121E+00        0.170005E+01        0.100000E+00        0.205667E-08        0.100000E-02        0.183382E-06        0.250779E-07        0.217364E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.796702E-01        0.000000E+00        0.134645E-03        0.134645E-03        0.000000E+00        0.000000E+00        0.177810E-01        0.000000E+00        0.100000E+01
  20120905        0.400000E+00        0.982913E+01        0.650666E+02        0.404898E+02        0.136922E+03        0.136922E+02        0.136922E+04        0.250000E+01        0.600000E+01        0.739832E-02        0.379357E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.296808E-01        0.100074E-01        0.226119E-03        0.137004E-03        0.387550E+00        0.170005E+01        0.100000E+00        0.208255E-08        0.100000E-02        0.183382E-06        0.256790E-07        0.219731E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.817911E-01        0.000000E+00        0.136922E-03        0.136922E-03        0.000000E+00        0.000000E+00        0.182161E-01        0.000000E+00        0.100000E+01
  20120906        0.400000E+00        0.101905E+02        0.665876E+02        0.417840E+02        0.140230E+03        0.140230E+02        0.140230E+04        0.250000E+01        0.600000E+01        0.751702E-02        0.380869E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.308120E-01        0.100074E-01        0.229747E-03        0.140314E-03        0.386734E+00        0.170005E+01        0.100000E+00        0.210881E-08        0.100000E-02        0.183382E-06        0.264199E-07        0.223177E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.849085E-01        0.000000E+00        0.140230E-03        0.140230E-03        0.000000E+00        0.000000E+00        0.188708E-01        0.000000E+00        0.100000E+01
  20120907        0.400000E+00        0.101807E+02        0.665364E+02        0.417460E+02        0.140175E+03        0.140175E+02        0.140175E+04        0.250000E+01        0.600000E+01        0.751503E-02        0.380844E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.307929E-01        0.100074E-01        0.229686E-03        0.140259E-03        0.386748E+00        0.170005E+01        0.100000E+00        0.213545E-08        0.100000E-02        0.183382E-06        0.267466E-07        0.223037E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.848557E-01        0.000000E+00        0.140175E-03        0.140175E-03        0.000000E+00        0.000000E+00        0.188194E-01        0.000000E+00        0.100000E+01
  20120908        0.400000E+00        0.101094E+02        0.662254E+02        0.414873E+02        0.139563E+03        0.139563E+02        0.139563E+04        0.250000E+01        0.600000E+01        0.749317E-02        0.380567E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.305828E-01        0.100074E-01        0.229018E-03        0.139647E-03        0.386897E+00        0.170005E+01        0.100000E+00        0.216247E-08        0.100000E-02        0.183382E-06        0.270063E-07        0.222306E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.842766E-01        0.000000E+00        0.139563E-03        0.139563E-03        0.000000E+00        0.000000E+00        0.186517E-01        0.000000E+00        0.100000E+01
  20120909        0.400000E+00        0.101736E+02        0.664858E+02        0.417143E+02        0.140175E+03        0.140175E+02        0.140175E+04        0.250000E+01        0.600000E+01        0.751503E-02        0.380844E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.307929E-01        0.100074E-01        0.229686E-03        0.140259E-03        0.386748E+00        0.170005E+01        0.100000E+00        0.218990E-08        0.100000E-02        0.183382E-06        0.274286E-07        0.222872E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.848557E-01        0.000000E+00        0.140175E-03        0.140175E-03        0.000000E+00        0.000000E+00        0.187402E-01        0.000000E+00        0.100000E+01
  20120910        0.400000E+00        0.987165E+01        0.651979E+02        0.406280E+02        0.137469E+03        0.137469E+02        0.137469E+04        0.250000E+01        0.600000E+01        0.741800E-02        0.379609E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.298667E-01        0.100074E-01        0.226721E-03        0.137551E-03        0.387414E+00        0.170005E+01        0.100000E+00        0.221772E-08        0.100000E-02        0.183382E-06        0.274184E-07        0.219912E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.823035E-01        0.000000E+00        0.137469E-03        0.137469E-03        0.000000E+00        0.000000E+00        0.181381E-01        0.000000E+00        0.100000E+01
  20120911        0.400000E+00        0.829445E+01        0.584683E+02        0.349485E+02        0.121883E+03        0.121883E+02        0.121883E+04        0.250000E+01        0.600000E+01        0.684616E-02        0.372071E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.247351E-01        0.100074E-01        0.209243E-03        0.121956E-03        0.391479E+00        0.170005E+01        0.100000E+00        0.168910E-08        0.100000E-02        0.183382E-06        0.192731E-07        0.204423E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.681622E-01        0.000000E+00        0.121883E-03        0.121883E-03        0.000000E+00        0.000000E+00        0.157217E-01        0.000000E+00        0.100000E+01
  20120912        0.400000E+00        0.800182E+01        0.571156E+02        0.338653E+02        0.119038E+03        0.119038E+02        0.119038E+04        0.250000E+01        0.600000E+01        0.673919E-02        0.370609E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.238364E-01        0.100074E-01        0.205974E-03        0.119109E-03        0.392268E+00        0.170005E+01        0.100000E+00        0.173063E-08        0.100000E-02        0.183382E-06        0.194384E-07        0.201115E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.656857E-01        0.000000E+00        0.119038E-03        0.119038E-03        0.000000E+00        0.000000E+00        0.150892E-01        0.000000E+00        0.100000E+01
  20120913        0.400000E+00        0.810676E+01        0.575891E+02        0.342508E+02        0.120110E+03        0.120110E+02        0.120110E+04        0.250000E+01        0.600000E+01        0.677961E-02        0.371164E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.241738E-01        0.100074E-01        0.207209E-03        0.120182E-03        0.391969E+00        0.170005E+01        0.100000E+00        0.175184E-08        0.100000E-02        0.183382E-06        0.197947E-07        0.202262E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.666154E-01        0.000000E+00        0.120110E-03        0.120110E-03        0.000000E+00        0.000000E+00        0.152716E-01        0.000000E+00        0.100000E+01
  20120914        0.400000E+00        0.809141E+01        0.575029E+02        0.341901E+02        0.120012E+03        0.120012E+02        0.120012E+04        0.250000E+01        0.600000E+01        0.677593E-02        0.371114E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.241429E-01        0.100074E-01        0.207097E-03        0.120084E-03        0.391996E+00        0.170005E+01        0.100000E+00        0.179516E-08        0.100000E-02        0.183382E-06        0.202731E-07        0.202033E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.665304E-01        0.000000E+00        0.120012E-03        0.120012E-03        0.000000E+00        0.000000E+00        0.151900E-01        0.000000E+00        0.100000E+01
  20120915        0.400000E+00        0.855889E+01        0.596131E+02        0.359068E+02        0.124634E+03        0.124634E+02        0.124634E+04        0.250000E+01        0.600000E+01        0.694877E-02        0.373458E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.256151E-01        0.100074E-01        0.212380E-03        0.124708E-03        0.390731E+00        0.170005E+01        0.100000E+00        0.181728E-08        0.100000E-02        0.183382E-06        0.210464E-07        0.207124E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.705874E-01        0.000000E+00        0.124634E-03        0.124634E-03        0.000000E+00        0.000000E+00        0.160834E-01        0.000000E+00        0.100000E+01
  20120916        0.400000E+00        0.711913E+01        0.529290E+02        0.305677E+02        0.110147E+03        0.110147E+02        0.110147E+04        0.250000E+01        0.600000E+01        0.639932E-02        0.365846E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.211071E-01        0.100074E-01        0.195586E-03        0.110213E-03        0.394837E+00        0.170005E+01        0.100000E+00        0.186247E-08        0.100000E-02        0.183382E-06        0.198642E-07        0.190630E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.581645E-01        0.000000E+00        0.110147E-03        0.110147E-03        0.000000E+00        0.000000E+00        0.131985E-01        0.000000E+00        0.100000E+01
  20120917        0.400000E+00        0.636003E+01        0.492141E+02        0.276994E+02        0.101990E+03        0.101990E+02        0.101990E+04        0.250000E+01        0.600000E+01        0.607933E-02        0.361184E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.187100E-01        0.100074E-01        0.185806E-03        0.102051E-03        0.397353E+00        0.170005E+01        0.100000E+00        0.188555E-08        0.100000E-02        0.183382E-06        0.191048E-07        0.181040E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.515590E-01        0.000000E+00        0.101990E-03        0.101990E-03        0.000000E+00        0.000000E+00        0.116755E-01        0.000000E+00        0.100000E+01
  20120918        0.400000E+00        0.639828E+01        0.493903E+02        0.278412E+02        0.102460E+03        0.102460E+02        0.102460E+04        0.250000E+01        0.600000E+01        0.609801E-02        0.361461E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.188454E-01        0.100074E-01        0.186377E-03        0.102522E-03        0.397203E+00        0.170005E+01        0.100000E+00        0.193271E-08        0.100000E-02        0.183382E-06        0.196428E-07        0.181480E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.519321E-01        0.000000E+00        0.102460E-03        0.102460E-03        0.000000E+00        0.000000E+00        0.117115E-01        0.000000E+00        0.100000E+01
  20120919        0.400000E+00        0.664335E+01        0.505859E+02        0.287664E+02        0.105190E+03        0.105190E+02        0.105190E+04        0.250000E+01        0.600000E+01        0.620584E-02        0.363049E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.196379E-01        0.100074E-01        0.189673E-03        0.105253E-03        0.396346E+00        0.170005E+01        0.100000E+00        0.198123E-08        0.100000E-02        0.183382E-06        0.204920E-07        0.184568E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.541159E-01        0.000000E+00        0.105190E-03        0.105190E-03        0.000000E+00        0.000000E+00        0.121535E-01        0.000000E+00        0.100000E+01
  20120920        0.400000E+00        0.708285E+01        0.527092E+02        0.304196E+02        0.109920E+03        0.109920E+02        0.109920E+04        0.250000E+01        0.600000E+01        0.639051E-02        0.365720E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.210388E-01        0.100074E-01        0.195317E-03        0.109986E-03        0.394905E+00        0.170005E+01        0.100000E+00        0.200602E-08        0.100000E-02        0.183382E-06        0.213658E-07        0.189996E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.579765E-01        0.000000E+00        0.109920E-03        0.109920E-03        0.000000E+00        0.000000E+00        0.129934E-01        0.000000E+00        0.100000E+01
  20120921        0.400000E+00        0.722566E+01        0.533754E+02        0.309503E+02        0.111474E+03        0.111474E+02        0.111474E+04        0.250000E+01        0.600000E+01        0.645061E-02        0.366577E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.215068E-01        0.100074E-01        0.197154E-03        0.111541E-03        0.394443E+00        0.170005E+01        0.100000E+00        0.205667E-08        0.100000E-02        0.183382E-06        0.221113E-07        0.191651E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.592660E-01        0.000000E+00        0.111474E-03        0.111474E-03        0.000000E+00        0.000000E+00        0.132271E-01        0.000000E+00        0.100000E+01
  20120922        0.400000E+00        0.703258E+01        0.524444E+02        0.302247E+02        0.109466E+03        0.109466E+02        0.109466E+04        0.250000E+01        0.600000E+01        0.637291E-02        0.365468E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.209029E-01        0.100074E-01        0.194779E-03        0.109532E-03        0.395041E+00        0.170005E+01        0.100000E+00        0.208255E-08        0.100000E-02        0.183382E-06        0.221199E-07        0.189276E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.576020E-01        0.000000E+00        0.109466E-03        0.109466E-03        0.000000E+00        0.000000E+00        0.128289E-01        0.000000E+00        0.100000E+01
  20120923        0.400000E+00        0.769826E+01        0.555736E+02        0.327042E+02        0.116438E+03        0.116438E+02        0.116438E+04        0.250000E+01        0.600000E+01        0.664073E-02        0.369248E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.230261E-01        0.100074E-01        0.202965E-03        0.116508E-03        0.393002E+00        0.170005E+01        0.100000E+00        0.213545E-08        0.100000E-02        0.183382E-06        0.236349E-07        0.197089E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.634527E-01        0.000000E+00        0.116438E-03        0.116438E-03        0.000000E+00        0.000000E+00        0.140726E-01        0.000000E+00        0.100000E+01
  20120924        0.400000E+00        0.813799E+01        0.575893E+02        0.343274E+02        0.120896E+03        0.120896E+02        0.120896E+04        0.250000E+01        0.600000E+01        0.680913E-02        0.371567E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.244218E-01        0.100074E-01        0.208112E-03        0.120968E-03        0.391751E+00        0.170005E+01        0.100000E+00        0.216247E-08        0.100000E-02        0.183382E-06        0.245409E-07        0.202012E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.672990E-01        0.000000E+00        0.120896E-03        0.120896E-03        0.000000E+00        0.000000E+00        0.148943E-01        0.000000E+00        0.100000E+01
  20120925        0.400000E+00        0.810758E+01        0.574328E+02        0.342103E+02        0.120650E+03        0.120650E+02        0.120650E+04        0.250000E+01        0.600000E+01        0.679989E-02        0.371441E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.243440E-01        0.100074E-01        0.207829E-03        0.120722E-03        0.391819E+00        0.170005E+01        0.100000E+00        0.221772E-08        0.100000E-02        0.183382E-06        0.251338E-07        0.201588E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.670847E-01        0.000000E+00        0.120650E-03        0.120650E-03        0.000000E+00        0.000000E+00        0.147842E-01        0.000000E+00        0.100000E+01
  20120926        0.400000E+00        0.791972E+01        0.565632E+02        0.335145E+02        0.118795E+03        0.118795E+02        0.118795E+04        0.250000E+01        0.600000E+01        0.673002E-02        0.370483E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.237603E-01        0.100074E-01        0.205694E-03        0.118866E-03        0.392336E+00        0.170005E+01        0.100000E+00        0.224595E-08        0.100000E-02        0.183382E-06        0.251922E-07        0.199440E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.654760E-01        0.000000E+00        0.118795E-03        0.118795E-03        0.000000E+00        0.000000E+00        0.143991E-01        0.000000E+00        0.100000E+01
  20120927        0.400000E+00        0.813841E+01        0.575463E+02        0.343161E+02        0.121043E+03        0.121043E+02        0.121043E+04        0.250000E+01        0.600000E+01        0.681467E-02        0.371643E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.244686E-01        0.100074E-01        0.208281E-03        0.121116E-03        0.391710E+00        0.170005E+01        0.100000E+00        0.230367E-08        0.100000E-02        0.183382E-06        0.261646E-07        0.201791E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.674278E-01        0.000000E+00        0.121043E-03        0.121043E-03        0.000000E+00        0.000000E+00        0.147654E-01        0.000000E+00        0.100000E+01
