 Simulation_Period = 20090901 -- 20161231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Mon                TM_C               TOM_C               SOM_C              POM1_C              POM2_C               MOM_C               QOM_C               DOM_C                MB_C               MBA_C               MBD_C               ENZ_C             ENZP1_C             ENZP2_C              ENZM_C            TM_err_C                 CO2               Nmine                 NH4                 NO3                TM_N               TOM_N               SOM_N              POM1_N              POM2_N               MOM_N               QOM_N               DOM_N                MB_N               MBA_N               MBD_N               ENZ_N             ENZP1_N             ENZP2_N              ENZM_N            TM_err_N               TM_CN              TOM_CN              SOM_CN             POM1_CN             POM2_CN              MOM_CN              QOM_CN              DOM_CN               MB_CN              MBA_CN              MBD_CN              ENZ_CN            ENZP1_CN            ENZP2_CN             ENZM_CN           TM_err_CN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
    201409        0.138349E+01        0.138349E+01        0.137508E+01        0.487767E+00        0.187808E+00        0.699510E+00        0.000000E+00        0.631877E-04        0.805433E-02        0.587915E-02        0.217517E-02        0.288619E-03        0.107939E-03        0.332708E-04        0.147410E-03        0.174362E-16        0.270426E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201410        0.137580E+01        0.137580E+01        0.136734E+01        0.487829E+00        0.179683E+00        0.699833E+00        0.000000E+00        0.575777E-04        0.811578E-02        0.604751E-02        0.206827E-02        0.285028E-03        0.106278E-03        0.331699E-04        0.145580E-03       -0.140420E-16        0.274844E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201411        0.136356E+01        0.136356E+01        0.135435E+01        0.487168E+00        0.166989E+00        0.700196E+00        0.000000E+00        0.361177E-04        0.889225E-02        0.691038E-02        0.198188E-02        0.280526E-03        0.104404E-03        0.328378E-04        0.143284E-03       -0.421390E-17        0.278232E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201412        0.134611E+01        0.134611E+01        0.133620E+01        0.485635E+00        0.150065E+00        0.700496E+00        0.000000E+00        0.297343E-04        0.960864E-02        0.769246E-02        0.191617E-02        0.275622E-03        0.102531E-03        0.323082E-04        0.140783E-03       -0.244265E-17        0.280553E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201501        0.132885E+01        0.132885E+01        0.131863E+01        0.483993E+00        0.133991E+00        0.700646E+00        0.000000E+00        0.259098E-04        0.992270E-02        0.806147E-02        0.186123E-02        0.270932E-03        0.100883E-03        0.316579E-04        0.138390E-03        0.135583E-16        0.282508E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201502        0.131699E+01        0.131699E+01        0.130650E+01        0.482908E+00        0.122968E+00        0.700622E+00        0.000000E+00        0.290446E-04        0.101954E-01        0.838780E-02        0.180762E-02        0.267482E-03        0.998125E-04        0.310382E-04        0.136632E-03       -0.264738E-17        0.284562E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201503        0.130932E+01        0.130932E+01        0.129904E+01        0.482320E+00        0.116287E+00        0.700433E+00        0.000000E+00        0.448654E-04        0.997072E-02        0.822200E-02        0.174872E-02        0.265959E-03        0.995717E-04        0.305306E-04        0.135857E-03        0.427858E-17        0.287065E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201504        0.131532E+01        0.131532E+01        0.130530E+01        0.483643E+00        0.121577E+00        0.700078E+00        0.000000E+00        0.829286E-04        0.966934E-02        0.800264E-02        0.166671E-02        0.267585E-03        0.100565E-03        0.303292E-04        0.136691E-03       -0.597206E-17        0.291376E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201505        0.135137E+01        0.135137E+01        0.134052E+01        0.489726E+00        0.150937E+00        0.699855E+00        0.000000E+00        0.134032E-03        0.104432E-01        0.888960E-02        0.155362E-02        0.271689E-03        0.102257E-03        0.306404E-04        0.138791E-03       -0.893333E-18        0.299665E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201506        0.138988E+01        0.138988E+01        0.137992E+01        0.496805E+00        0.183206E+00        0.699907E+00        0.000000E+00        0.130749E-03        0.955635E-02        0.812062E-02        0.143573E-02        0.278428E-03        0.104496E-03        0.316943E-04        0.142238E-03        0.599296E-17        0.309527E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201507        0.141905E+01        0.141905E+01        0.141005E+01        0.502791E+00        0.207008E+00        0.700250E+00        0.000000E+00        0.127370E-03        0.858555E-02        0.725849E-02        0.132706E-02        0.283553E-03        0.105830E-03        0.328631E-04        0.144860E-03       -0.836156E-17        0.319054E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201508        0.144290E+01        0.144290E+01        0.143432E+01        0.508288E+00        0.225137E+00        0.700896E+00        0.000000E+00        0.121799E-03        0.817197E-02        0.694645E-02        0.122552E-02        0.286185E-03        0.106108E-03        0.338705E-04        0.146207E-03        0.222355E-16        0.328538E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201509        0.146050E+01        0.146050E+01        0.145118E+01        0.512982E+00        0.236399E+00        0.701800E+00        0.000000E+00        0.133072E-03        0.890169E-02        0.776517E-02        0.113652E-02        0.287640E-03        0.105913E-03        0.347743E-04        0.146953E-03        0.170903E-16        0.337330E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201510        0.146736E+01        0.146736E+01        0.145679E+01        0.516355E+00        0.237443E+00        0.702993E+00        0.000000E+00        0.705492E-04        0.102005E-01        0.913849E-02        0.106202E-02        0.291107E-03        0.106366E-03        0.360144E-04        0.148727E-03       -0.299138E-16        0.345035E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201511        0.144575E+01        0.144575E+01        0.143562E+01        0.515589E+00        0.215815E+00        0.704218E+00        0.000000E+00        0.488993E-04        0.978858E-02        0.877723E-02        0.101135E-02        0.291393E-03        0.105924E-03        0.365941E-04        0.148875E-03        0.996341E-17        0.349372E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201512        0.142086E+01        0.142086E+01        0.141040E+01        0.514009E+00        0.191116E+00        0.705278E+00        0.000000E+00        0.411738E-04        0.101235E-01        0.915244E-02        0.971040E-03        0.288809E-03        0.104753E-03        0.364998E-04        0.147556E-03        0.923860E-17        0.352570E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201601        0.139699E+01        0.139699E+01        0.138631E+01        0.512304E+00        0.167909E+00        0.706093E+00        0.000000E+00        0.358639E-04        0.103645E-01        0.942921E-02        0.935273E-03        0.285787E-03        0.103653E-03        0.361196E-04        0.146014E-03       -0.245521E-16        0.355373E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201602        0.137679E+01        0.137679E+01        0.136653E+01        0.510726E+00        0.149256E+00        0.706549E+00        0.000000E+00        0.351409E-04        0.994401E-02        0.904084E-02        0.903167E-03        0.284012E-03        0.103208E-03        0.356950E-04        0.145108E-03       -0.301193E-16        0.357961E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201603        0.136094E+01        0.136094E+01        0.135114E+01        0.509362E+00        0.135088E+00        0.706691E+00        0.000000E+00        0.387804E-04        0.947241E-02        0.860067E-02        0.871743E-03        0.283659E-03        0.103456E-03        0.352733E-04        0.144930E-03        0.266781E-16        0.360597E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201604        0.135640E+01        0.135640E+01        0.134695E+01        0.509470E+00        0.130854E+00        0.706626E+00        0.000000E+00        0.759487E-04        0.909417E-02        0.826053E-02        0.833638E-03        0.283877E-03        0.104022E-03        0.348130E-04        0.145043E-03       -0.170153E-16        0.364407E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201605        0.138743E+01        0.138743E+01        0.137679E+01        0.514989E+00        0.155211E+00        0.706593E+00        0.000000E+00        0.140229E-03        0.102139E-01        0.943595E-02        0.777975E-03        0.287097E-03        0.105586E-03        0.348213E-04        0.146689E-03        0.201185E-16        0.372616E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201606        0.142310E+01        0.142310E+01        0.141317E+01        0.521899E+00        0.184421E+00        0.706848E+00        0.000000E+00        0.136420E-03        0.950508E-02        0.878589E-02        0.719189E-03        0.293466E-03        0.107934E-03        0.355870E-04        0.149945E-03        0.291538E-16        0.382686E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201607        0.145554E+01        0.145554E+01        0.144669E+01        0.528688E+00        0.210621E+00        0.707380E+00        0.000000E+00        0.141223E-03        0.841142E-02        0.774958E-02        0.661842E-03        0.298940E-03        0.109621E-03        0.365761E-04        0.152743E-03        0.210444E-17        0.393318E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201608        0.147420E+01        0.147420E+01        0.146632E+01        0.533691E+00        0.224415E+00        0.708217E+00        0.000000E+00        0.110047E-03        0.746924E-02        0.685858E-02        0.610657E-03        0.301466E-03        0.110059E-03        0.373714E-04        0.154035E-03        0.128422E-16        0.402998E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201609        0.147891E+01        0.147891E+01        0.147102E+01        0.536548E+00        0.225293E+00        0.709182E+00        0.000000E+00        0.108140E-03        0.748159E-02        0.691259E-02        0.568998E-03        0.301201E-03        0.109527E-03        0.377727E-04        0.153901E-03        0.553885E-17        0.410779E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201610        0.147488E+01        0.147488E+01        0.146715E+01        0.538219E+00        0.218695E+00        0.710236E+00        0.000000E+00        0.760251E-04        0.735602E-02        0.682239E-02        0.533630E-03        0.299826E-03        0.108665E-03        0.379619E-04        0.153199E-03       -0.326331E-17        0.417470E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201611        0.145813E+01        0.145813E+01        0.145007E+01        0.537716E+00        0.201116E+00        0.711235E+00        0.000000E+00        0.517268E-04        0.771979E-02        0.721305E-02        0.506740E-03        0.296093E-03        0.107118E-03        0.376829E-04        0.151293E-03        0.199763E-16        0.422080E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201612        0.143667E+01        0.143667E+01        0.142689E+01        0.536183E+00        0.178575E+00        0.712135E+00        0.000000E+00        0.366910E-04        0.944808E-02        0.896045E-02        0.487635E-03        0.291514E-03        0.105456E-03        0.371048E-04        0.148953E-03        0.245585E-16        0.425142E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
