 Simulation_Period = 20090901 -- 20161231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day               kPOM1               kPOM2                kMOM                kDOM                kMBA             kMBA_in                kMBD             kMBD_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE                 NUE              TM_err               TMbeg               TMend              TOTinp              TOTout                 STP                 SWC                 SWP                  pH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20121209        0.607000E-05        0.173000E-03        0.385000E-05        0.189000E+01        0.474000E-02        0.803708E-02        0.410292E-04        0.276000E-07        0.229292E-02        0.225958E-02        0.290958E+00        0.534000E+00       -0.149000E-01        0.100000E+01        0.178717E-16        0.129000E+01        0.129000E+01        0.114000E-04        0.303958E-04        0.127000E+02        0.640000E-01       -0.492000E-01        0.640000E+01
  20121210        0.609000E-05        0.174000E-03        0.386917E-05        0.193792E+01        0.443667E-02        0.752292E-02        0.387708E-04        0.239750E-07        0.209833E-02        0.206458E-02        0.272792E+00        0.534000E+00       -0.152833E-01        0.100000E+01        0.263363E-16        0.129000E+01        0.129000E+01        0.648000E-05        0.277708E-04        0.127000E+02        0.652000E-01       -0.472000E-01        0.640000E+01
  20121211        0.612000E-05        0.174000E-03        0.388292E-05        0.194000E+01        0.443292E-02        0.751542E-02        0.389625E-04        0.204542E-07        0.209042E-02        0.205958E-02        0.271958E+00        0.534000E+00       -0.152042E-01        0.100000E+01        0.279979E-16        0.129000E+01        0.129000E+01        0.648000E-05        0.276917E-04        0.127000E+02        0.664000E-01       -0.453000E-01        0.640000E+01
  20121212        0.602000E-05        0.176000E-03        0.386000E-05        0.184042E+01        0.421333E-02        0.716542E-02        0.393917E-04        0.164000E-07        0.209958E-02        0.206583E-02        0.283042E+00        0.534000E+00       -0.152000E-01        0.100000E+01        0.140875E-16        0.129000E+01        0.129000E+01        0.648000E-05        0.277375E-04        0.115000E+02        0.677000E-01       -0.434000E-01        0.640000E+01
  20121213        0.578583E-05        0.179000E-03        0.379000E-05        0.165000E+01        0.375708E-02        0.643292E-02        0.398625E-04        0.125250E-07        0.200958E-02        0.207208E-02        0.308958E+00        0.534500E+00        0.317750E-01        0.100000E+01        0.265138E-16        0.129000E+01        0.129000E+01        0.648000E-05        0.265792E-04        0.878000E+01        0.689000E-01       -0.418000E-01        0.640000E+01
  20121214        0.566000E-05        0.181083E-03        0.376000E-05        0.154500E+01        0.349208E-02        0.600500E-02        0.401667E-04        0.100750E-07        0.187208E-02        0.207375E-02        0.326208E+00        0.536375E+00        0.969208E-01        0.100000E+01        0.351458E-16        0.129000E+01        0.129000E+01        0.648000E-05        0.248500E-04        0.712000E+01        0.701000E-01       -0.403000E-01        0.640000E+01
  20121215        0.568000E-05        0.182000E-03        0.377000E-05        0.155875E+01        0.349375E-02        0.600667E-02        0.403292E-04        0.869208E-08        0.188083E-02        0.206458E-02        0.326375E+00        0.538958E+00        0.886125E-01        0.100000E+01        0.289129E-16        0.129000E+01        0.129000E+01        0.648000E-05        0.251000E-04        0.712000E+01        0.714000E-01       -0.387000E-01        0.640000E+01
  20121216        0.585583E-05        0.181000E-03        0.383792E-05        0.169125E+01        0.378000E-02        0.646792E-02        0.403125E-04        0.822000E-08        0.204000E-02        0.205292E-02        0.308000E+00        0.540458E+00        0.598958E-02        0.100000E+01        0.281250E-16        0.129000E+01        0.129000E+01        0.648000E-05        0.273000E-04        0.890000E+01        0.726000E-01       -0.374000E-01        0.640000E+01
  20121217        0.598000E-05        0.180000E-03        0.388000E-05        0.178000E+01        0.397167E-02        0.677833E-02        0.403000E-04        0.753000E-08        0.208250E-02        0.205000E-02        0.296958E+00        0.541000E+00       -0.154000E-01        0.100000E+01        0.565708E-16        0.129000E+01        0.129000E+01        0.648000E-05        0.278250E-04        0.101000E+02        0.738000E-01       -0.361000E-01        0.640000E+01
  20121218        0.605000E-05        0.180000E-03        0.391000E-05        0.179083E+01        0.418500E-02        0.713500E-02        0.416417E-04        0.654375E-08        0.218042E-02        0.214583E-02        0.301583E+00        0.541000E+00       -0.152125E-01        0.100000E+01        0.147208E-16        0.129000E+01        0.129000E+01        0.885000E-05        0.291000E-04        0.105000E+02        0.751000E-01       -0.348000E-01        0.640000E+01
  20121219        0.605000E-05        0.181000E-03        0.391250E-05        0.177042E+01        0.415792E-02        0.709042E-02        0.417833E-04        0.567792E-08        0.218708E-02        0.215000E-02        0.303875E+00        0.541000E+00       -0.152000E-01        0.100000E+01       -0.238138E-17        0.129000E+01        0.129000E+01        0.885000E-05        0.291458E-04        0.103000E+02        0.763000E-01       -0.336000E-01        0.640000E+01
  20121220        0.594000E-05        0.181000E-03        0.387042E-05        0.170000E+01        0.396708E-02        0.678250E-02        0.417000E-04        0.581583E-08        0.215000E-02        0.214625E-02        0.312917E+00        0.541000E+00        0.213246E-03        0.100000E+01        0.136683E-16        0.129000E+01        0.129000E+01        0.885000E-05        0.286000E-04        0.934000E+01        0.757000E-01       -0.342000E-01        0.640000E+01
  20121221        0.587000E-05        0.181667E-03        0.385000E-05        0.166208E+01        0.385000E-02        0.659333E-02        0.415958E-04        0.601125E-08        0.209000E-02        0.213750E-02        0.318000E+00        0.541917E+00        0.243333E-01        0.100000E+01        0.271850E-16        0.129000E+01        0.129000E+01        0.885000E-05        0.278000E-04        0.873000E+01        0.752000E-01       -0.347000E-01        0.640000E+01
  20121222        0.596750E-05        0.180000E-03        0.387125E-05        0.175958E+01        0.404583E-02        0.690625E-02        0.413292E-04        0.681167E-08        0.216042E-02        0.212208E-02        0.305042E+00        0.542500E+00       -0.153000E-01        0.100000E+01        0.195042E-16        0.129000E+01        0.129000E+01        0.885000E-05        0.287917E-04        0.993000E+01        0.746000E-01       -0.353000E-01        0.640000E+01
  20121223        0.584042E-05        0.180833E-03        0.383000E-05        0.167208E+01        0.383125E-02        0.656125E-02        0.412625E-04        0.686833E-08        0.208000E-02        0.211792E-02        0.315917E+00        0.543000E+00        0.181625E-01        0.100000E+01        0.201979E-16        0.129000E+01        0.129000E+01        0.885000E-05        0.277917E-04        0.876000E+01        0.741000E-01       -0.358000E-01        0.640000E+01
  20121224        0.567000E-05        0.182000E-03        0.377000E-05        0.156125E+01        0.353292E-02        0.607625E-02        0.412000E-04        0.684917E-08        0.192375E-02        0.210750E-02        0.333000E+00        0.544625E+00        0.879042E-01        0.100000E+01        0.228833E-16        0.129000E+01        0.129000E+01        0.885000E-05        0.257375E-04        0.701000E+01        0.735000E-01       -0.364000E-01        0.640000E+01
  20121225        0.571000E-05        0.181000E-03        0.378000E-05        0.161833E+01        0.362042E-02        0.621792E-02        0.409833E-04        0.763292E-08        0.198000E-02        0.208833E-02        0.325250E+00        0.546583E+00        0.528417E-01        0.100000E+01        0.393971E-16        0.129000E+01        0.129000E+01        0.885000E-05        0.265750E-04        0.763000E+01        0.729000E-01       -0.370000E-01        0.640000E+01
  20121226        0.574000E-05        0.180000E-03        0.378000E-05        0.175583E+01        0.323667E-02        0.554917E-02        0.357833E-04        0.880167E-08        0.174833E-02        0.172250E-02        0.280000E+00        0.547958E+00       -0.145458E-01        0.100000E+01       -0.696792E-17        0.128375E+01        0.128333E+01        0.000000E+00        0.234792E-04        0.812000E+01        0.724000E-01       -0.376000E-01        0.640000E+01
  20121227        0.563208E-05        0.180000E-03        0.374000E-05        0.169000E+01        0.306292E-02        0.526542E-02        0.354917E-04        0.907500E-08        0.168000E-02        0.170000E-02        0.287167E+00        0.548000E+00        0.132875E-01        0.100000E+01       -0.126421E-16        0.128000E+01        0.128000E+01        0.000000E+00        0.225333E-04        0.707000E+01        0.718000E-01       -0.383000E-01        0.640000E+01
  20121228        0.555000E-05        0.181000E-03        0.371000E-05        0.163708E+01        0.294333E-02        0.507125E-02        0.354042E-04        0.933417E-08        0.161833E-02        0.169083E-02        0.294208E+00        0.548750E+00        0.452083E-01        0.100000E+01        0.977917E-17        0.128000E+01        0.128000E+01        0.000000E+00        0.217000E-04        0.624000E+01        0.713000E-01       -0.388000E-01        0.640000E+01
  20121229        0.546000E-05        0.181000E-03        0.367875E-05        0.158417E+01        0.281667E-02        0.486375E-02        0.352917E-04        0.970292E-08        0.155000E-02        0.167958E-02        0.302333E+00        0.550292E+00        0.780708E-01        0.100000E+01       -0.318292E-16        0.128000E+01        0.128000E+01        0.000000E+00        0.209000E-04        0.532000E+01        0.707000E-01       -0.395000E-01        0.640000E+01
  20121230        0.542708E-05        0.181000E-03        0.366000E-05        0.158125E+01        0.277542E-02        0.479542E-02        0.351000E-04        0.104292E-07        0.153000E-02        0.166458E-02        0.303333E+00        0.552042E+00        0.801667E-01        0.100000E+01       -0.101188E-16        0.128000E+01        0.128000E+01        0.000000E+00        0.207083E-04        0.509000E+01        0.701000E-01       -0.403000E-01        0.640000E+01
  20121231        0.541000E-05        0.180000E-03        0.365000E-05        0.159292E+01        0.276042E-02        0.477000E-02        0.348917E-04        0.111875E-07        0.153000E-02        0.164875E-02        0.302208E+00        0.553750E+00        0.735750E-01        0.100000E+01       -0.988208E-17        0.128000E+01        0.128000E+01        0.000000E+00        0.207333E-04        0.507000E+01        0.696000E-01       -0.409000E-01        0.640000E+01
  20130101        0.535000E-05        0.180000E-03        0.362000E-05        0.151333E+01        0.288167E-02        0.498875E-02        0.373875E-04        0.114542E-07        0.160500E-02        0.182208E-02        0.330792E+00        0.555958E+00        0.121050E+00        0.100000E+01        0.152521E-16        0.128000E+01        0.128000E+01        0.477000E-05        0.218333E-04        0.447000E+01        0.690000E-01       -0.417000E-01        0.640000E+01
  20130102        0.527000E-05        0.181000E-03        0.359125E-05        0.147083E+01        0.277000E-02        0.480417E-02        0.373500E-04        0.118458E-07        0.155000E-02        0.181458E-02        0.340083E+00        0.558917E+00        0.147292E+00        0.100000E+01        0.152212E-16        0.128000E+01        0.128000E+01        0.477000E-05        0.212125E-04        0.360000E+01        0.685000E-01       -0.423000E-01        0.640000E+01
  20130103        0.536833E-05        0.178250E-03        0.361750E-05        0.159167E+01        0.295083E-02        0.509750E-02        0.370083E-04        0.138958E-07        0.166000E-02        0.178833E-02        0.322583E+00        0.561458E+00        0.741167E-01        0.100000E+01        0.247042E-16        0.128000E+01        0.128000E+01        0.477000E-05        0.228042E-04        0.509000E+01        0.679000E-01       -0.432000E-01        0.640000E+01
  20130104        0.530333E-05        0.178667E-03        0.359000E-05        0.156333E+01        0.286042E-02        0.495042E-02        0.368083E-04        0.147458E-07        0.161000E-02        0.177458E-02        0.327833E+00        0.563375E+00        0.920250E-01        0.100000E+01        0.208171E-16        0.128000E+01        0.128000E+01        0.477000E-05        0.222667E-04        0.449000E+01        0.673000E-01       -0.440000E-01        0.640000E+01
  20130105        0.530000E-05        0.178000E-03        0.358000E-05        0.158375E+01        0.286208E-02        0.495125E-02        0.365875E-04        0.159583E-07        0.162000E-02        0.175750E-02        0.325583E+00        0.565375E+00        0.800208E-01        0.100000E+01        0.194921E-16        0.128000E+01        0.128000E+01        0.477000E-05        0.224375E-04        0.458000E+01        0.668000E-01       -0.447000E-01        0.640000E+01
  20130106        0.539000E-05        0.176000E-03        0.360000E-05        0.169000E+01        0.303083E-02        0.522292E-02        0.362083E-04        0.185458E-07        0.172000E-02        0.174000E-02        0.309875E+00        0.566625E+00        0.132708E-01        0.100000E+01        0.246917E-16        0.128000E+01        0.128000E+01        0.477000E-05        0.238292E-04        0.595000E+01        0.662000E-01       -0.456000E-01        0.640000E+01
  20130107        0.531000E-05        0.176000E-03        0.357000E-05        0.164000E+01        0.291000E-02        0.502417E-02        0.360083E-04        0.194458E-07        0.165000E-02        0.173000E-02        0.317167E+00        0.567458E+00        0.462208E-01        0.100000E+01        0.755154E-17        0.128000E+01        0.128000E+01        0.477000E-05        0.229792E-04        0.512000E+01        0.656000E-01       -0.466000E-01        0.640000E+01
  20130108        0.525167E-05        0.176000E-03        0.355000E-05        0.161208E+01        0.283125E-02        0.489750E-02        0.358042E-04        0.204542E-07        0.161000E-02        0.171833E-02        0.321667E+00        0.568708E+00        0.633708E-01        0.100000E+01        0.120275E-16        0.128000E+01        0.128000E+01        0.477000E-05        0.224583E-04        0.460000E+01        0.651000E-01       -0.474000E-01        0.640000E+01
  20130109        0.534000E-05        0.174000E-03        0.357000E-05        0.174625E+01        0.289667E-02        0.499250E-02        0.342500E-04        0.240917E-07        0.165250E-02        0.162375E-02        0.296000E+00        0.570000E+00       -0.166396E-01        0.100000E+01       -0.240770E-16        0.128000E+01        0.128000E+01        0.270000E-05        0.230375E-04        0.596000E+01        0.645000E-01       -0.483000E-01        0.640000E+01
  20130110        0.550000E-05        0.171000E-03        0.361000E-05        0.190958E+01        0.314708E-02        0.539417E-02        0.336792E-04        0.283958E-07        0.163250E-02        0.160167E-02        0.274083E+00        0.570000E+00       -0.178958E-01        0.100000E+01        0.779958E-17        0.128000E+01        0.128000E+01        0.270000E-05        0.227833E-04        0.803000E+01        0.640000E-01       -0.492000E-01        0.640000E+01
  20130111        0.564292E-05        0.169000E-03        0.365000E-05        0.205958E+01        0.338208E-02        0.577000E-02        0.331083E-04        0.334958E-07        0.162042E-02        0.159042E-02        0.256042E+00        0.570000E+00       -0.179958E-01        0.100000E+01       -0.158417E-16        0.128000E+01        0.128000E+01        0.270000E-05        0.225917E-04        0.987000E+01        0.634000E-01       -0.502000E-01        0.640000E+01
  20130112        0.564333E-05        0.168000E-03        0.364000E-05        0.207000E+01        0.339167E-02        0.578458E-02        0.327625E-04        0.368000E-07        0.161042E-02        0.158042E-02        0.253417E+00        0.570000E+00       -0.180000E-01        0.100000E+01       -0.386958E-16        0.128000E+01        0.128000E+01        0.270000E-05        0.224333E-04        0.101000E+02        0.628000E-01       -0.513000E-01        0.640000E+01
  20130113        0.549958E-05        0.169000E-03        0.359000E-05        0.195000E+01        0.317083E-02        0.542750E-02        0.326792E-04        0.371583E-07        0.160958E-02        0.157958E-02        0.266000E+00        0.570000E+00       -0.179000E-01        0.100000E+01       -0.358750E-18        0.128000E+01        0.128000E+01        0.270000E-05        0.223542E-04        0.853000E+01        0.623000E-01       -0.523000E-01        0.640000E+01
  20130114        0.520708E-05        0.172000E-03        0.349000E-05        0.169625E+01        0.273292E-02        0.471750E-02        0.327417E-04        0.350125E-07        0.155958E-02        0.157958E-02        0.297583E+00        0.570000E+00        0.135125E-01        0.100000E+01       -0.137083E-16        0.128000E+01        0.128000E+01        0.270000E-05        0.216958E-04        0.514000E+01        0.617000E-01       -0.534000E-01        0.640000E+01
  20130115        0.511958E-05        0.172000E-03        0.346000E-05        0.163000E+01        0.260667E-02        0.450958E-02        0.325250E-04        0.361875E-07        0.149000E-02        0.157042E-02        0.306792E+00        0.570792E+00        0.538458E-01        0.100000E+01       -0.194542E-16        0.128000E+01        0.128000E+01        0.270000E-05        0.207000E-04        0.414000E+01        0.612000E-01       -0.544000E-01        0.640000E+01
  20130116        0.506000E-05        0.172000E-03        0.343000E-05        0.159833E+01        0.252958E-02        0.438167E-02        0.322042E-04        0.387917E-07        0.145000E-02        0.156000E-02        0.311667E+00        0.572250E+00        0.734708E-01        0.100000E+01       -0.940458E-17        0.127958E+01        0.127917E+01        0.270000E-05        0.202000E-04        0.355000E+01        0.606000E-01       -0.556000E-01        0.640000E+01
  20130117        0.504000E-05        0.171000E-03        0.342000E-05        0.159792E+01        0.256208E-02        0.444083E-02        0.323625E-04        0.425208E-07        0.146917E-02        0.158542E-02        0.315750E+00        0.573625E+00        0.736292E-01        0.100000E+01        0.149458E-16        0.127000E+01        0.127000E+01        0.375000E-05        0.205833E-04        0.356000E+01        0.600000E-01       -0.569000E-01        0.640000E+01
  20130118        0.511000E-05        0.169000E-03        0.343000E-05        0.169000E+01        0.268917E-02        0.464375E-02        0.319083E-04        0.487500E-07        0.154333E-02        0.157042E-02        0.302250E+00        0.574917E+00        0.170708E-01        0.100000E+01        0.326196E-16        0.127000E+01        0.127000E+01        0.375000E-05        0.216875E-04        0.472000E+01        0.595000E-01       -0.580000E-01        0.640000E+01
  20130119        0.513000E-05        0.168000E-03        0.343000E-05        0.173708E+01        0.273917E-02        0.472375E-02        0.313917E-04        0.550375E-07        0.157375E-02        0.156042E-02        0.295500E+00        0.575000E+00       -0.988625E-02        0.100000E+01       -0.115458E-17        0.127000E+01        0.127000E+01        0.375000E-05        0.221042E-04        0.525000E+01        0.589000E-01       -0.594000E-01        0.640000E+01
  20130120        0.519000E-05        0.166000E-03        0.344000E-05        0.181000E+01        0.284167E-02        0.489208E-02        0.308708E-04        0.623583E-07        0.157625E-02        0.154750E-02        0.284625E+00        0.575000E+00       -0.182000E-01        0.100000E+01        0.182267E-16        0.127000E+01        0.127000E+01        0.375000E-05        0.220917E-04        0.622000E+01        0.584000E-01       -0.606000E-01        0.640000E+01
  20130121        0.520250E-05        0.165000E-03        0.343042E-05        0.184000E+01        0.287958E-02        0.494750E-02        0.303042E-04        0.699958E-07        0.156583E-02        0.153708E-02        0.279292E+00        0.575000E+00       -0.182000E-01        0.100000E+01        0.359021E-16        0.127000E+01        0.127000E+01        0.375000E-05        0.219125E-04        0.662000E+01        0.578000E-01       -0.621000E-01        0.640000E+01
  20130122        0.518000E-05        0.167000E-03        0.344000E-05        0.180000E+01        0.280958E-02        0.483583E-02        0.310708E-04        0.572042E-07        0.156958E-02        0.153958E-02        0.285667E+00        0.575000E+00       -0.182000E-01        0.100000E+01        0.223808E-16        0.127000E+01        0.127000E+01        0.375000E-05        0.219958E-04        0.602000E+01        0.589000E-01       -0.594000E-01        0.640000E+01
  20130123        0.526000E-05        0.167000E-03        0.347000E-05        0.185000E+01        0.290583E-02        0.499375E-02        0.315000E-04        0.506542E-07        0.157000E-02        0.154000E-02        0.278333E+00        0.575000E+00       -0.182000E-01        0.100000E+01        0.336625E-16        0.127000E+01        0.127000E+01        0.375000E-05        0.220000E-04        0.679000E+01        0.599000E-01       -0.571000E-01        0.640000E+01
  20130124        0.536542E-05        0.166083E-03        0.351958E-05        0.193000E+01        0.303292E-02        0.520125E-02        0.318958E-04        0.447833E-07        0.157125E-02        0.154208E-02        0.269250E+00        0.575000E+00       -0.182042E-01        0.100000E+01        0.192250E-16        0.127000E+01        0.127000E+01        0.375000E-05        0.220000E-04        0.778000E+01        0.610000E-01       -0.548000E-01        0.640000E+01
  20130125        0.537000E-05        0.167000E-03        0.353000E-05        0.191000E+01        0.302917E-02        0.519500E-02        0.324875E-04        0.382042E-07        0.158917E-02        0.155917E-02        0.272917E+00        0.575000E+00       -0.182000E-01        0.100000E+01        0.142292E-16        0.127000E+01        0.127000E+01        0.407000E-05        0.221917E-04        0.759000E+01        0.620000E-01       -0.528000E-01        0.640000E+01
  20130126        0.530000E-05        0.169000E-03        0.351542E-05        0.182000E+01        0.289333E-02        0.497750E-02        0.329958E-04        0.311000E-07        0.159708E-02        0.156750E-02        0.283875E+00        0.575000E+00       -0.181000E-01        0.100000E+01        0.388667E-17        0.127000E+01        0.127000E+01        0.407000E-05        0.222750E-04        0.649000E+01        0.631000E-01       -0.508000E-01        0.640000E+01
  20130127        0.531417E-05        0.170000E-03        0.353000E-05        0.181042E+01        0.288792E-02        0.496667E-02        0.332958E-04        0.269000E-07        0.159958E-02        0.156958E-02        0.284625E+00        0.575000E+00       -0.181000E-01        0.100000E+01        0.282700E-16        0.127000E+01        0.127000E+01        0.407000E-05        0.222958E-04        0.642000E+01        0.641000E-01       -0.490000E-01        0.640000E+01
  20130128        0.559000E-05        0.167500E-03        0.362000E-05        0.205000E+01        0.328042E-02        0.560333E-02        0.332000E-04        0.263292E-07        0.159333E-02        0.156333E-02        0.256875E+00        0.575000E+00       -0.182000E-01        0.100000E+01        0.315102E-16        0.127000E+01        0.127000E+01        0.407000E-05        0.222042E-04        0.944000E+01        0.652000E-01       -0.472000E-01        0.640000E+01
  20130129        0.591000E-05        0.165167E-03        0.374000E-05        0.232000E+01        0.374000E-02        0.633667E-02        0.329333E-04        0.262000E-07        0.159292E-02        0.156167E-02        0.230000E+00        0.575000E+00       -0.183000E-01        0.100000E+01        0.313283E-16        0.127000E+01        0.127000E+01        0.407000E-05        0.222000E-04        0.126000E+02        0.662000E-01       -0.456000E-01        0.640000E+01
  20130130        0.599000E-05        0.166000E-03        0.377000E-05        0.237000E+01        0.382250E-02        0.646750E-02        0.330750E-04        0.232000E-07        0.159958E-02        0.156958E-02        0.226208E+00        0.575000E+00       -0.183000E-01        0.100000E+01       -0.175583E-16        0.127000E+01        0.127000E+01        0.407000E-05        0.222000E-04        0.132000E+02        0.673000E-01       -0.440000E-01        0.640000E+01
  20130131        0.564167E-05        0.169000E-03        0.366083E-05        0.204000E+01        0.327333E-02        0.559292E-02        0.337958E-04        0.172000E-07        0.159958E-02        0.156958E-02        0.257958E+00        0.575000E+00       -0.182000E-01        0.100000E+01        0.199833E-16        0.127000E+01        0.127000E+01        0.407000E-05        0.222708E-04        0.935000E+01        0.684000E-01       -0.425000E-01        0.640000E+01
  20130201        0.552000E-05        0.171000E-03        0.363000E-05        0.191000E+01        0.305958E-02        0.524958E-02        0.341542E-04        0.142000E-07        0.160708E-02        0.157708E-02        0.272667E+00        0.575542E+00       -0.181000E-01        0.100000E+01        0.135500E-16        0.127000E+01        0.127000E+01        0.407000E-05        0.222958E-04        0.774000E+01        0.694000E-01       -0.412000E-01        0.640000E+01
  20130202        0.546625E-05        0.173000E-03        0.362000E-05        0.180167E+01        0.311250E-02        0.535250E-02        0.363125E-04        0.116125E-07        0.173417E-02        0.170417E-02        0.296667E+00        0.576000E+00       -0.176167E-01        0.100000E+01        0.114787E-16        0.127000E+01        0.127000E+01        0.732000E-05        0.241208E-04        0.686000E+01        0.705000E-01       -0.398000E-01        0.640000E+01
  20130203        0.554000E-05        0.172417E-03        0.365000E-05        0.185000E+01        0.322000E-02        0.552708E-02        0.364000E-04        0.106542E-07        0.174000E-02        0.171000E-02        0.290042E+00        0.576000E+00       -0.176000E-01        0.100000E+01        0.252000E-16        0.127000E+01        0.127000E+01        0.732000E-05        0.241750E-04        0.759000E+01        0.715000E-01       -0.386000E-01        0.640000E+01
  20130204        0.560000E-05        0.172458E-03        0.367000E-05        0.189000E+01        0.328417E-02        0.562917E-02        0.364625E-04        0.953250E-08        0.174000E-02        0.171000E-02        0.286000E+00        0.576000E+00       -0.176042E-01        0.100000E+01        0.231417E-16        0.127000E+01        0.127000E+01        0.732000E-05        0.241542E-04        0.804000E+01        0.726000E-01       -0.374000E-01        0.640000E+01
  20130205        0.587000E-05        0.170000E-03        0.376958E-05        0.211000E+01        0.369792E-02        0.629333E-02        0.362000E-04        0.956125E-08        0.174000E-02        0.171000E-02        0.260125E+00        0.576000E+00       -0.178000E-01        0.100000E+01        0.426750E-16        0.127000E+01        0.127000E+01        0.732000E-05        0.241000E-04        0.108000E+02        0.736000E-01       -0.363000E-01        0.640000E+01
  20130206        0.576000E-05        0.172000E-03        0.373708E-05        0.200000E+01        0.349458E-02        0.596708E-02        0.364250E-04        0.796958E-08        0.174000E-02        0.171000E-02        0.272000E+00        0.576000E+00       -0.177000E-01        0.100000E+01        0.396004E-16        0.127000E+01        0.127000E+01        0.732000E-05        0.241000E-04        0.950000E+01        0.747000E-01       -0.352000E-01        0.640000E+01
  20130207        0.587000E-05        0.171000E-03        0.377000E-05        0.208000E+01        0.364000E-02        0.620250E-02        0.363583E-04        0.742208E-08        0.174000E-02        0.171000E-02        0.263208E+00        0.576000E+00       -0.177042E-01        0.100000E+01        0.351958E-16        0.127000E+01        0.127000E+01        0.732000E-05        0.241000E-04        0.105000E+02        0.757000E-01       -0.342000E-01        0.640000E+01
  20130208        0.601000E-05        0.171000E-03        0.382000E-05        0.218000E+01        0.383000E-02        0.650333E-02        0.362375E-04        0.691500E-08        0.174000E-02        0.171000E-02        0.253000E+00        0.576000E+00       -0.178000E-01        0.100000E+01        0.398579E-16        0.127000E+01        0.127000E+01        0.732000E-05        0.240750E-04        0.117000E+02        0.768000E-01       -0.332000E-01        0.640000E+01
  20130209        0.582000E-05        0.172000E-03        0.375208E-05        0.200042E+01        0.350000E-02        0.597375E-02        0.365000E-04        0.562000E-08        0.174000E-02        0.171000E-02        0.271000E+00        0.576000E+00       -0.177000E-01        0.100000E+01        0.251792E-16        0.126542E+01        0.126500E+01        0.732000E-05        0.240250E-04        0.958000E+01        0.779000E-01       -0.322000E-01        0.640000E+01
  20130210        0.568000E-05        0.174000E-03        0.370333E-05        0.189875E+01        0.314458E-02        0.539167E-02        0.354542E-04        0.476750E-08        0.166167E-02        0.163042E-02        0.276417E+00        0.576000E+00       -0.177917E-01        0.100000E+01        0.259000E-16        0.126000E+01        0.126000E+01        0.528000E-05        0.229042E-04        0.792000E+01        0.789000E-01       -0.313000E-01        0.640000E+01
  20130211        0.590000E-05        0.171000E-03        0.377125E-05        0.210000E+01        0.347083E-02        0.591583E-02        0.350167E-04        0.472000E-08        0.165000E-02        0.162000E-02        0.253042E+00        0.576000E+00       -0.180000E-01        0.100000E+01        0.165263E-16        0.126000E+01        0.126000E+01        0.528000E-05        0.227292E-04        0.104000E+02        0.800000E-01       -0.304000E-01        0.640000E+01
  20130212        0.578000E-05        0.172000E-03        0.373000E-05        0.199000E+01        0.328333E-02        0.561375E-02        0.351458E-04        0.404000E-08        0.164917E-02        0.161750E-02        0.264000E+00        0.576000E+00       -0.179000E-01        0.100000E+01        0.233258E-16        0.126000E+01        0.126000E+01        0.528000E-05        0.227000E-04        0.909000E+01        0.810000E-01       -0.297000E-01        0.640000E+01
  20130213        0.562583E-05        0.174000E-03        0.368000E-05        0.186000E+01        0.304917E-02        0.523250E-02        0.353042E-04        0.336000E-08        0.164625E-02        0.161542E-02        0.279000E+00        0.576000E+00       -0.178000E-01        0.100000E+01        0.223770E-16        0.126000E+01        0.126000E+01        0.528000E-05        0.226583E-04        0.738000E+01        0.821000E-01       -0.288000E-01        0.640000E+01
  20130214        0.572000E-05        0.172375E-03        0.371000E-05        0.194000E+01        0.318625E-02        0.545500E-02        0.351125E-04        0.319000E-08        0.164000E-02        0.161000E-02        0.268042E+00        0.576000E+00       -0.179000E-01        0.100000E+01        0.658333E-17        0.126000E+01        0.126000E+01        0.528000E-05        0.225583E-04        0.848000E+01        0.831000E-01       -0.281000E-01        0.640000E+01
  20130215        0.575000E-05        0.172000E-03        0.372000E-05        0.197000E+01        0.322417E-02        0.551542E-02        0.350083E-04        0.290250E-08        0.163542E-02        0.160417E-02        0.264458E+00        0.576000E+00       -0.179000E-01        0.100000E+01        0.817083E-17        0.126000E+01        0.126000E+01        0.528000E-05        0.224917E-04        0.882000E+01        0.842000E-01       -0.274000E-01        0.640000E+01
  20130216        0.569000E-05        0.172083E-03        0.370000E-05        0.192000E+01        0.313000E-02        0.536375E-02        0.350375E-04        0.256542E-08        0.163000E-02        0.160000E-02        0.269958E+00        0.576000E+00       -0.179000E-01        0.100000E+01        0.173500E-16        0.126000E+01        0.126000E+01        0.528000E-05        0.224083E-04        0.817000E+01        0.852000E-01       -0.267000E-01        0.640000E+01
  20130217        0.567000E-05        0.172083E-03        0.369000E-05        0.191000E+01        0.310000E-02        0.531333E-02        0.350000E-04        0.229000E-08        0.163000E-02        0.160000E-02        0.271000E+00        0.576000E+00       -0.179000E-01        0.100000E+01        0.210384E-16        0.126000E+01        0.126000E+01        0.528000E-05        0.223625E-04        0.799000E+01        0.863000E-01       -0.260000E-01        0.640000E+01
